,emoji,keywords_ru
3562,🌝,"{""луна"": 15, ""улыбка"": 20, ""лицо"": 119, ""полный"": 3}"
3563,🌞,"{""улыбка"": 20, ""солнце"": 1, ""лицо"": 119}"
3564,🪐,"{""планета"": 4, ""Сатурн"": 1, ""ринг"": 1}"
3565,⭐,"{""золото"": 4, ""звезда"": 15}"
3566,🌟,"{""звезда"": 15, ""сияние"": 1}"
3567,🌠,"{""звезда"": 15, ""Вы"": 2, ""желание"": 2, ""когда"": 1, ""метеороид"": 1, ""стрельба"": 1}"
3568,🌌,"{""молочный"": 1, ""ночь"": 3, ""небо"": 2, ""пространство"": 3, ""галактика"": 1, ""Звезды"": 3, ""Вселенная"": 1, ""путь"": 1}"
3569,☁️,"{""Облако"": 17, ""облачность"": 2, ""надкаст"": 2}"
3570,☁,"{""Облако"": 17, ""облачность"": 2, ""надкаст"": 2}"
3571,⛅,"{""Облако"": 17, ""солнце"": 10, ""позади"": 7}"
3572,⛈️,"{""молния"": 5, ""дождь"": 7, ""Облако"": 17}"
3573,⛈,"{""молния"": 5, ""дождь"": 7, ""Облако"": 17}"
3574,🌤️,"{""Облако"": 17, ""маленький"": 12, ""солнце"": 10, ""позади"": 7}"
3575,🌤,"{""Облако"": 17, ""маленький"": 12, ""солнце"": 10, ""позади"": 7}"
3576,🌥️,"{""большой"": 6, ""Облако"": 17, ""солнце"": 10, ""позади"": 7}"
3577,🌥,"{""большой"": 6, ""Облако"": 17, ""солнце"": 10, ""позади"": 7}"
3578,🌦️,"{""позади"": 7, ""Облако"": 17, ""дождь"": 7, ""солнце"": 10}"
3579,🌦,"{""позади"": 7, ""Облако"": 17, ""дождь"": 7, ""солнце"": 10}"
3580,🌧️,"{""Облако"": 17, ""дождь"": 7}"
3581,🌧,"{""Облако"": 17, ""дождь"": 7}"
3582,🌨️,"{""Облако"": 17, ""снег"": 6}"
3583,🌨,"{""Облако"": 17, ""снег"": 6}"
3584,🌩️,"{""молния"": 5, ""Облако"": 17}"
3585,🌩,"{""молния"": 5, ""Облако"": 17}"
3586,🌪️,"{""Торнадо"": 3}"
3587,🌪,"{""Торнадо"": 3}"
3588,🌫️,"{""Фог"": 5}"
3589,🌫,"{""Фог"": 5}"
3590,🌬️,"{""лицо"": 119, ""мать"": 2, ""природа"": 2, ""ветер"": 4, ""удар"": 3}"
3591,🌬,"{""лицо"": 119, ""мать"": 2, ""природа"": 2, ""ветер"": 4, ""удар"": 3}"
3592,🌀,"{""спираль"": 9, ""циклон"": 1, ""Свирль"": 2, ""ураган"": 1, ""Торнадо"": 3}"
3593,🌈,"{""гей"": 2, ""радуга"": 3, ""гордость"": 3, ""первичный"": 1}"
3594,🌂,"{""рухнул"": 1, ""зонт"": 8, ""розовый"": 11, ""закрыто"": 6}"
3595,☂️,"{""зонт"": 8}"
3596,☂,"{""зонт"": 8}"
3597,☔,"{""капли"": 2, ""дождь"": 1, ""дождливый"": 1, ""зонт"": 8}"
3598,⛱️,"{""зонт"": 8, ""Земля"": 2}"
3599,⛱,"{""зонт"": 8, ""Земля"": 2}"
3600,⚡,"{""молния"": 5, ""высокий"": 6, ""напряжение"": 1, ""болт"": 2, ""Громболт"": 1}"
3601,❄️,"{""снег"": 6, ""снежинка"": 2}"
3602,❄,"{""снег"": 6, ""снежинка"": 2}"
3603,☃️,"{""снеговик"": 3, ""снег"": 4}"
3604,☃,"{""снеговик"": 3, ""снег"": 4}"
3605,⛄,"{""olaf"": 1, ""без"": 1, ""снег"": 6, ""и"": 12, ""снеговик"": 3}"
3606,☄️,"{""комета"": 2}"
3607,☄,"{""комета"": 2}"
3608,🔥,"{""щелчки"": 1, ""горячее"": 11, ""лит"": 1, ""огонь"": 6, ""пламя"": 1}"
3609,💧,"{""падение"": 2, ""дроплет"": 1, ""вода"": 39}"
3610,🌊,"{""море"": 1, ""вода"": 39, ""океан"": 2, ""волна"": 4, ""пляж"": 4, ""волны"": 1}"
3611,🎃,"{""джек-о-лантерн"": 1, ""тыква"": 1, ""Хэллоуин"": 2, ""гурд"": 1}"
3612,🎄,"{""хмас"": 1, ""Рождество"": 3, ""дерево"": 6}"
3613,🎆,"{""взрыв"": 1, ""фейерверк"": 1}"
3614,🎇,"{""Ханаби"": 1, ""Сенко"": 1, ""искритель"": 1}"
3615,🧨,"{""динамит"": 1, ""пожарный"": 1}"
3616,✨,"{""блестящий"": 1, ""искры"": 1, ""Глиттер"": 1}"
3617,🎈,"{""шар"": 3, ""вечеринка"": 3, ""красный"": 49}"
3618,🎉,"{""поппер"": 1, ""шляпа"": 5, ""вечеринка"": 3, ""праздник"": 3}"
3619,🎊,"{""Конфеты"": 1, ""шар"": 43}"
3620,🎋,"{""дерево"": 6, ""желание"": 2, ""танабата"": 1}"
3621,🎍,"{""Кадоматсу"": 1, ""новый"": 11, ""бамбук"": 1, ""год"": 1, ""сосна"": 2, ""декор"": 4}"
3622,🎎,"{""куклы"": 2, ""Хинаматсури"": 1, ""японский"": 28, ""Империал"": 1}"
3623,🎏,"{""носки"": 2, ""Карп"": 1, ""Кинобори"": 1, ""флаг"": 280, ""стример"": 1, ""рыба"": 4}"
3624,🎐,"{""колокол"": 6, ""Химе"": 1, ""ветер"": 4, ""мехин"": 1, ""Еле рыбки"": 1}"
3625,🎑,"{""просмотр"": 1, ""урожай"": 1, ""Церемония"": 1, ""луна"": 15, ""фестиваль"": 1, ""трава"": 1, ""цукими"": 1, ""середины осени"": 1, ""пельмени"": 1}"
3626,🧧,"{""конверт"": 6, ""посмотреть"": 1, ""Начало"": 1, ""анг"": 1, ""лай"": 1, ""пакет"": 1, ""пао"": 1, ""красный"": 49}"
3627,🎀,"{""лук"": 2, ""лента"": 4, ""розовый"": 11}"
3628,🎁,"{""Рождество"": 3, ""завернутый"": 1, ""подарок"": 2, ""коробка"": 12, ""День рождения"": 2}"
3629,🎗️,"{""лента"": 4, ""напоминание"": 2}"
3630,🎗,"{""лента"": 4, ""напоминание"": 2}"
3631,🎟️,"{""билеты"": 2, ""Вход"": 2}"
3632,🎟,"{""билеты"": 2, ""Вход"": 2}"
3633,🎫,"{""Стуб"": 1, ""тур"": 1, ""билет"": 1, ""мир"": 9}"
3634,🎖️,"{""медальон"": 2, ""декор"": 4, ""медаль"": 6, ""Военные"": 3}"
3635,🎖,"{""медальон"": 2, ""декор"": 4, ""медаль"": 6, ""Военные"": 3}"
3636,🏆,"{""трофей"": 1, ""победители"": 1, ""чемпионат"": 1}"
3637,🏅,"{""спорт"": 1, ""медаль"": 6}"
3638,🥇,"{""золото"": 4, ""место"": 4, ""медаль"": 6, ""1-й"": 1}"
3639,🥈,"{""2nd"": 1, ""место"": 4, ""серебро"": 1, ""медаль"": 6}"
3640,🥉,"{""3rd"": 1, ""бронза"": 1, ""место"": 4, ""медаль"": 6}"
3641,⚽,"{""футбол"": 1, ""шар"": 43}"
3642,⚾,"{""Бейсбол"": 2, ""софтбол"": 2}"
3643,🥎,"{""софтбол"": 2}"
3644,🏀,"{""оранжевый"": 11, ""баскетбол"": 1, ""шар"": 43}"
3645,🏐,"{""волейбол"": 1}"
3646,🏈,"{""Сетейрон"": 1, ""американский"": 4, ""супербол"": 1, ""футбол"": 3}"
3647,🏉,"{""Союз"": 3, ""Лига"": 1, ""регби"": 1, ""футбол"": 3}"
3648,🎾,"{""теннис"": 2, ""ракет"": 1, ""ракета"": 1, ""шар"": 43}"
3649,🥏,"{""летать"": 3, ""диск"": 2}"
3650,🎳,"{""пин"": 3, ""скиты"": 1, ""десять"": 2, ""булавки"": 1, ""боулинг"": 1, ""шар"": 43}"
3651,🏏,"{""Крикет"": 2, ""игра"": 4}"
3652,🏑,"{""поле"": 1, ""хоккей"": 2}"
3653,🏒,"{""лед"": 7, ""хоккей"": 2}"
3654,🥍,"{""Лакросс"": 1}"
3655,🏓,"{""пинг"": 1, ""pong"": 1, ""таблица"": 3, ""теннис"": 2}"
3656,🏸,"{""бадминтон"": 1}"
3657,🥊,"{""бокс"": 1, ""гвоздика"": 1}"
3658,🥋,"{""дзюдо"": 1, ""форма"": 1, ""марсиал"": 1, ""арты"": 2}"
3659,🥅,"{""сеть"": 1, ""цель"": 1}"
3660,⛳,"{""флаг"": 280, ""гольф"": 4, ""отверстие"": 3}"
3661,⛸️,"{""коньки"": 2, ""лед"": 7}"
3662,⛸,"{""коньки"": 2, ""лед"": 7}"
3663,🎣,"{""рыбалка"": 1, ""полюс"": 3, ""стержень"": 3}"
3664,🤿,"{""дайвинг"": 1, ""маска"": 4}"
3665,🎽,"{""бег"": 32, ""синглет"": 1, ""рубашка"": 4}"
3666,🎿,"{""лыжи"": 1}"
3667,🛷,"{""сед"": 1}"
3668,🥌,"{""камень"": 2, ""курение"": 3}"
3669,🎯,"{""Дартс"": 1, ""Бульсей"": 1, ""архив"": 2}"
3670,🪀,"{""йо-йо"": 1, ""йо"": 1}"
3671,🪁,"{""Кайт"": 1}"
3672,🎱,"{""магия"": 2, ""снукер"": 1, ""бассейн"": 1, ""cue"": 1, ""8 8 8 8 9 10"": 1, ""шар"": 43}"
3673,🔮,"{""клаэрвой"": 1, ""Фортуна"": 2, ""кристалл"": 1, ""фиолетовый"": 7, ""сказка"": 1, ""психические"": 1, ""шар"": 43}"
3674,🪄,"{""магия"": 2, ""Ванд"": 1}"
3675,🧿,"{""глаза"": 11, ""Нацар"": 1, ""бонкугу"": 1, ""талисман"": 1, ""зло"": 1, ""амулет"": 1}"
3676,🎮,"{""видео"": 5, ""геймпад"": 1, ""и"": 1, ""playstation"": 1, ""хбокс"": 1, ""игра"": 4, ""Вай"": 1}"
3677,🕹️,"{""Радость"": 2}"
3678,🕹,"{""Радость"": 2}"
3679,🎰,"{""покер"": 1, ""фрукты"": 3, ""машина"": 2, ""азартные игры"": 1, ""слот"": 1, ""казино"": 1}"
3680,🎲,"{""игра"": 4, ""кости"": 1, ""умереть"": 1}"
3681,🧩,"{""кусок"": 2, ""головоломка"": 1}"
3682,🧸,"{""игрушки"": 2, ""teddy"": 2, ""медведь"": 5}"
3683,🪅,"{""пината"": 1, ""пиньята"": 1}"
3684,🪆,"{""матрешка"": 1, ""русский"": 2, ""куклы"": 2, ""вложений"": 1}"
3685,♠️,"{""спады"": 2, ""костюм"": 16, ""спад"": 2}"
3686,♠,"{""спады"": 2, ""костюм"": 16, ""спад"": 2}"
3687,♥️,"{""костюм"": 16, ""карта"": 11, ""сердца"": 5, ""сердце"": 234}"
3688,♥,"{""костюм"": 16, ""карта"": 11, ""сердца"": 5, ""сердце"": 234}"
3689,♦️,"{""бриллиант"": 9, ""костюм"": 16, ""бриллианты"": 2}"
3690,♦,"{""бриллиант"": 9, ""костюм"": 16, ""бриллианты"": 2}"
3691,♣️,"{""клуб"": 5, ""клубы"": 2, ""костюм"": 16}"
3692,♣,"{""клуб"": 5, ""клубы"": 2, ""костюм"": 16}"
3693,♟️,"{""Рассвет"": 2, ""шахматы"": 2}"
3694,♟,"{""Рассвет"": 2, ""шахматы"": 2}"
3695,🃏,"{""карта"": 11, ""шутер"": 1}"
3696,🀄,"{""дракон"": 4, ""плитка"": 1, ""中"": 1, ""Маджонг"": 1, ""красный"": 49}"
3697,🎴,"{""цветок"": 8, ""карт"": 1, ""ханафуда"": 1, ""Хвату"": 1, ""колода"": 1, ""играть"": 61}"
3698,🎭,"{""маски"": 1, ""драма"": 1, ""театр"": 1, ""выполнение"": 1, ""комедии"": 1, ""греческий"": 2, ""Трагедия"": 1, ""логотип"": 3, ""арты"": 2}"
3699,🖼️,"{""фото"": 2, ""рама"": 2, ""живопись"": 3, ""обрамленный"": 2}"
3700,🖼,"{""фото"": 2, ""рама"": 2, ""живопись"": 3, ""обрамленный"": 2}"
3701,🎨,"{""художник"": 19, ""палитра"": 1, ""арт"": 1, ""живопись"": 3}"
3702,🧵,"{""нити"": 1}"
3703,🪡,"{""игла"": 1, ""шить"": 1}"
3704,🧶,"{""пряжа"": 1}"
3705,🪢,"{""knot"": 1}"
3706,👓,"{""очки"": 2}"
3707,🕶️,"{""солнцезащитные очки"": 3}"
3708,🕶,"{""солнцезащитные очки"": 3}"
3709,🥽,"{""очки"": 1}"
3710,🥼,"{""Лаборатория"": 1, ""пальто"": 2}"
3711,🦺,"{""Вест"": 1, ""безопасность"": 3}"
3712,👔,"{""галстук"": 1, ""шеи"": 1, ""бизнес"": 2, ""рубашка"": 4}"
3713,👕,"{""Те"": 1, ""поло"": 31, ""футболка"": 1, ""рубашка"": 4}"
3714,👖,"{""брюки"": 1, ""Деним"": 1, ""джинсы"": 1}"
3715,🧣,"{""шарф"": 1}"
3716,🧤,"{""перчатки"": 1}"
3717,🧥,"{""пальто"": 2}"
3718,🧦,"{""носки"": 2}"
3719,👗,"{""коричневый"": 2, ""юбка"": 1, ""платье"": 3}"
3720,👘,"{""коричневый"": 2, ""платье"": 3, ""одевание"": 1, ""Кимоно"": 1, ""японский"": 28}"
3721,🥻,"{""саре"": 1, ""shari"": 1, ""Сари"": 1}"
3722,🩱,"{""Купальники"": 2, ""один-пьесе"": 1}"
3723,🩲,"{""брифы"": 1}"
3724,🩳,"{""шорты"": 1}"
3725,👙,"{""Купальники"": 2, ""купальники"": 1, ""бикини"": 1}"
3726,👚,"{""с"": 14, ""одежда"": 1, ""розовый"": 11, ""рубашка"": 4, ""’"": 25, ""женщина"": 1012}"
3727,👛,"{""кошелек"": 1}"
3728,👜,"{""женщины"": 32, ""сумка"": 5, ""с"": 14, ""’"": 25}"
3729,👝,"{""маленький"": 12, ""сумка"": 5, ""Клатч"": 1}"
3730,🛍️,"{""покупка"": 4, ""мешки"": 2}"
3731,🛍,"{""покупка"": 4, ""мешки"": 2}"
3732,🎒,"{""школа"": 4, ""рюкзак"": 1, ""сумка"": 5}"
3733,🩴,"{""песка"": 2, ""стринг"": 1, ""Флип"": 1, ""ДЖАНДАЛЫ"": 1, ""Тонгс"": 1, ""флопс"": 1}"
3734,👞,"{""коричневый"": 5, ""с"": 14, ""’"": 25, ""человек"": 1003, ""Обувь"": 5}"
3735,👟,"{""тренер"": 1, ""Снекер"": 1, ""Обувь"": 5, ""бегун"": 3, ""бег"": 32}"
3736,🥾,"{""загрузка"": 2, ""Походы"": 1}"
3737,🥿,"{""квартира"": 1, ""Обувь"": 5}"
3738,👠,"{""высокий"": 6, ""высокоохлажденный"": 1, ""каблуки"": 1, ""стилетто"": 1, ""Обувь"": 5}"
3739,👡,"{""песка"": 2, ""с"": 14, ""сандалии"": 1, ""’"": 25, ""женщина"": 1012}"
3740,🩰,"{""Обувь"": 5, ""балет"": 2, ""обувь"": 1, ""Точка"": 1}"
3741,👢,"{""сапоги"": 1, ""высокий"": 6, ""с"": 14, ""колено"": 1, ""’"": 25, ""загрузка"": 2, ""женщина"": 1012, ""коровница"": 1}"
3742,👑,"{""корона"": 2, ""король"": 1, ""королевский"": 1, ""королева"": 1}"
3743,👒,"{""с"": 14, ""дамы"": 1, ""’"": 25, ""шляпа"": 5, ""женщина"": 1012}"
3744,🎩,"{""одежда"": 1, ""Форма"": 1, ""Топ"": 3, ""жених"": 2, ""шляпа"": 5}"
3745,🎓,"{""Мортар"": 1, ""университет"": 1, ""доска"": 2, ""выпускник"": 1, ""колледж"": 1, ""площадь"": 24, ""академический"": 1, ""шапка"": 2, ""выпуск"": 1}"
3746,🧢,"{""выставлено"": 1, ""Бейсбол"": 2, ""шапка"": 2}"
3747,🪖,"{""шлем"": 4, ""Военные"": 3}"
3748,⛑️,"{""работник"": 104, ""спасение"": 2, ""с"": 14, ""шлем"": 4, ""’"": 25}"
3749,⛑,"{""работник"": 104, ""спасение"": 2, ""с"": 14, ""шлем"": 4, ""’"": 25}"
3750,📿,"{""бисер"": 1, ""Росары"": 1, ""молитва"": 2, ""ДИКР"": 1}"
3751,💄,"{""глянец"": 1, ""макияж"": 1, ""губа"": 1, ""помада"": 1}"
3752,💍,"{""участие"": 1, ""кольцо"": 1, ""бриллиант"": 9}"
3753,💎,"{""gem"": 1, ""камень"": 2, ""ювелир"": 1, ""бриллиант"": 9}"
3754,🔇,"{""объем"": 4, ""мята"": 1, ""спикер"": 4, ""милый"": 1}"
3755,🔈,"{""объем"": 4, ""низкий"": 1, ""спикер"": 4}"
3756,🔉,"{""объем"": 4, ""уменьшить"": 1, ""средний"": 566, ""спикер"": 4}"
3757,🔊,"{""увеличение"": 2, ""объем"": 4, ""высокий"": 6, ""спикер"": 4}"
3758,📢,"{""система"": 2, ""громкоговоритель"": 1, ""па"": 1, ""Объявление"": 1}"
3759,📣,"{""мегафон"": 1}"
3760,📯,"{""почта"": 2, ""французский"": 7, ""рог"": 2, ""ошибка"": 1}"
3761,🔔,"{""колокол"": 6, ""Свадьба"": 2, ""свобода"": 2, ""Кингер"": 2}"
3762,🔕,"{""инвалид"": 1, ""колокол"": 6, ""Слэш"": 1, ""Кингер"": 2, ""уведомления"": 1}"
3763,🎼,"{""балл"": 2, ""Клейф"": 1, ""лист"": 1, ""трек"": 1, ""мюзикл"": 4, ""музыка"": 3}"
3764,🎵,"{""пара"": 1, ""Примечание"": 7, ""Квартиры"": 1, ""луч"": 1, ""восьмое"": 1, ""мюзикл"": 4, ""музыка"": 3, ""заметки"": 2}"
3765,🎶,"{""пение"": 2, ""мюзикл"": 4, ""заметки"": 2, ""музыка"": 3}"
3766,🎙️,"{""студия"": 2, ""микрофон"": 3}"
3767,🎙,"{""студия"": 2, ""микрофон"": 3}"
3768,🎚️,"{""слайдер"": 2, ""уровень"": 3}"
3769,🎚,"{""слайдер"": 2, ""уровень"": 3}"
3770,🎛️,"{""ручки"": 2, ""контроль"": 3}"
3771,🎛,"{""ручки"": 2, ""контроль"": 3}"
3772,🎤,"{""Караоке"": 1, ""микрофон"": 3, ""пение"": 2}"
3773,🎧,"{""наушники"": 1, ""ipod"": 1}"
3774,📻,"{""цифровой"": 2, ""радио"": 2, ""беспроводной"": 1}"
3775,🎷,"{""джаз"": 3, ""сак"": 1, ""саксофон"": 1}"
3776,🪗,"{""аккордеон"": 1}"
3777,🎸,"{""бас"": 1, ""гитара"": 1, ""электрический"": 4, ""акустика"": 1}"
3778,🎹,"{""клавиатура"": 3, ""мюзикл"": 4, ""фортепиано"": 1}"
3779,🎺,"{""джаз"": 3, ""труба"": 1, ""рог"": 2}"
3780,🎻,"{""строка"": 1, ""с"": 14, ""квартет"": 1, ""’"": 25, ""скрипка"": 1, ""самый маленький"": 1, ""мир"": 9}"
3781,🪕,"{""банджо"": 1}"
3782,🥁,"{""барабан"": 4}"
3783,🪘,"{""барабан"": 4, ""долго"": 3}"
3784,📱,"{""ячейка"": 3, ""смартфон"": 1, ""ифон"": 1, ""телефон"": 10, ""мобильный"": 4}"
